MES;CLIENTE;NRO_VEC_COB;PDPs_ROTAS;ESTADO_PDP;NRO_CUOTAS;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;DEUDA_TOTAL;ESTATUS;ACTIVACION;MORA;TIPOCONTACTO
201404;C09625;>10;0;0;<24, 48];651.96;651.96;0.0;29/04/2014;20.0;4110.34;BT;2012.0;0.0;CNE
201404;C09627;<=10;0;0;<24, 48];331.46;332.2;332.2;28/04/2014;11.0;2717.39;BT;2011.0;1.0;CNE
201404;C09628;>10;>0;0;<24, 48];636.02;0.0;1495.18;16/04/2014;19.0;3988.24;BT;2011.0;0.0;CNE
201404;C09630;;>0;0;;58.37;0.0;0.0;14/04/2014;11.0;2853.36;BT;2013.0;1.0;CNE
201404;C09631;<=10;0;0;>48;273.06;0.0;0.0;03/04/2014;14.0;14939.7;BT;2012.0;1.0;CNE
201404;C09633;;0;0;<24, 48];158.37;0.0;;28/04/2014;10.0;1764.21;BT;2012.0;1.0;CNE
201404;C09635;<=10;0;0;<24, 48];672.78;332.85;321.67;02/04/2014;7.0;3897.18;BT;2012.0;1.0;CNE
201404;C09637;<=10;0;0;>48;691.76;0.0;2076.56;04/04/2014;11.0;19372.5;BT;2013.0;1.0;CNE
201404;C09638;<=10;>0;0;>48;1618.44;0.0;0.0;24/04/2014;19.0;13284.2;BT;2012.0;0.0;CNE
201404;C09639;<=10;0;0;;63.11;0.0;0.0;03/04/2014;15.0;12225.7;BT;2013.0;1.0;COEF
201404;C09640;>10;0;0;<24, 48];33.67;0.0;68.29;25/04/2014;17.0;1157.5;BT;2011.0;1.0;CNE
201404;C09642;;0;0;<24, 48];162.41;0.0;0.0;08/04/2014;7.0;1863.77;BT;2012.0;1.0;CNE
201404;C09643;<=10;>0;1;>48;1225.33;1905.37;0.0;08/04/2014;12.0;17807.7;BT;2013.0;0.0;CNE
201404;C09644;<=10;0;0;<24, 48];813.58;0.0;0.0;03/04/2014;19.0;4486.67;BT;2012.0;0.0;CNE
201404;C09646;;0;0;<24, 48];700.88;0.0;;03/04/2014;19.0;17335.5;BT;2012.0;1.0;COEF
201404;C09647;;>0;0;<24, 48];345.93;346.06;0.0;14/04/2014;9.0;6461.75;BT;2011.0;1.0;CNE
201404;C09648;;>0;0;<24, 48];1899.27;0.0;0.0;01/04/2014;8.0;17996.5;BT;2013.0;0.0;CNE
201404;C09652;<=10;0;0;<24, 48];230.24;0.0;0.0;03/04/2014;12.0;4748.45;BT;2013.0;1.0;CNE
201404;C09654;>10;>0;1;<24, 48];564.79;0.0;0.0;02/04/2014;14.0;4458.26;BT;2012.0;1.0;CNE
201404;C09655;<=10;0;0;<=24;187.83;185.91;0.0;08/04/2014;10.0;3101.05;BT;2014.0;1.0;COEF
201404;C09656;>10;0;0;<24, 48];214.43;222.69;;04/04/2014;8.0;1542.34;BT;2011.0;1.0;CNE
201404;C09657;<=10;0;0;;158.8;158.68;159.66;11/04/2014;9.0;2325.57;BT;2012.0;1.0;CNE
201404;C09658;>10;0;0;>48;611.72;654.75;0.0;03/04/2014;8.0;12568.1;BT;2011.0;1.0;COEF
201404;C09660;;0;0;;741.47;741.25;740.86;03/04/2014;8.0;12677.2;BT;2012.0;1.0;CNE
201404;C09662;<=10;0;0;<24, 48];250.64;0.0;0.0;03/04/2014;11.0;7435.6;BT;2014.0;1.0;CNE
201404;C09663;<=10;>0;1;<24, 48];667.58;0.0;;15/04/2014;19.0;11575.5;BT;2013.0;0.0;COEF
201404;C09664;<=10;0;0;<24, 48];1146.87;0.0;1127.97;04/04/2014;8.0;33138.0;BT;2013.0;1.0;CNE
201404;C09665;>10;>0;0;<24, 48];687.67;0.0;0.0;11/04/2014;7.0;2484.89;BT;2011.0;0.0;COEF
201404;C09667;>10;0;0;<24, 48];102.18;264.48;0.0;04/04/2014;8.0;4860.19;BT;2013.0;1.0;CNE
201404;C09668;>10;0;0;<24, 48];409.4;0.0;0.0;03/04/2014;10.0;9826.4;BT;2013.0;1.0;CNE
201404;C09671;>10;0;0;<24, 48];283.75;0.0;856.53;23/04/2014;11.0;3618.97;BT;2012.0;1.0;CNE
201404;C09672;;0;0;<=24;43.35;429.37;430.53;04/04/2014;9.0;1615.01;BT;2012.0;1.0;COEF
201404;C09678;<=10;>0;0;<24, 48];317.43;635.61;;03/04/2014;12.0;4481.4;BT;2012.0;0.0;COEF
201404;C09679;;0;0;<24, 48];435.1;434.43;;01/04/2014;13.0;12562.7;BT;2013.0;1.0;CNE
201404;C09681;<=10;0;0;<24, 48];669.81;0.0;0.0;02/04/2014;17.0;4048.23;BT;2013.0;0.0;CNE
201404;C09682;<=10;0;0;<24, 48];67.26;0.0;0.0;11/04/2014;16.0;7103.92;BT;2012.0;1.0;COEF
201404;C09683;<=10;0;0;;1379.76;1390.47;1408.03;25/04/2014;17.0;7149.76;BT;2013.0;0.0;CNE
201404;C09685;;0;0;<24, 48];418.22;0.0;1946.36;11/04/2014;12.0;16765.9;BT;2013.0;1.0;CNE
201404;C09686;;0;0;<24, 48];577.42;868.42;0.0;02/04/2014;20.0;5115.87;BT;2013.0;0.0;CNE
201404;C09687;<=10;0;0;<24, 48];198.35;597.48;0.0;16/04/2014;7.0;13174.0;BT;2012.0;1.0;COEF
201404;C09688;<=10;0;0;<24, 48];119.62;0.0;;03/04/2014;15.0;2682.86;BT;2013.0;1.0;COEF
201404;C09689;<=10;0;0;<24, 48];39.49;307.17;;09/04/2014;8.0;4720.5;BT;2012.0;1.0;CNE
201404;C09690;<=10;0;0;<24, 48];383.8;0.0;0.0;14/04/2014;8.0;8849.92;BT;2013.0;1.0;COEF
201404;C09692;<=10;0;0;<24, 48];259.33;0.0;0.0;14/04/2014;15.0;4696.73;BT;2013.0;1.0;CNE
201404;C09694;>10;0;0;>48;154.3;0.0;;07/04/2014;14.0;2741.9;BT;2012.0;1.0;CNE
201404;C09696;;0;0;<=24;321.07;321.07;967.27;24/04/2014;7.0;3992.59;BT;2013.0;1.0;CNE
201404;C09697;<=10;0;0;>48;290.45;150.58;;08/04/2014;10.0;8351.99;BT;2014.0;1.0;CNE
201404;C09699;>10;0;0;>48;501.98;566.8;562.98;08/04/2014;14.0;9066.75;BT;2011.0;1.0;CNE
201404;C09700;;>0;0;>48;636.78;0.0;1916.31;24/04/2014;10.0;15870.0;BT;2013.0;1.0;COEF
201404;C09701;>10;0;0;<24, 48];252.24;0.0;0.0;08/04/2014;11.0;1956.28;BT;2011.0;1.0;CNE
201404;C09704;<=10;0;0;<=24;244.73;0.0;0.0;11/04/2014;10.0;2960.5;BT;2013.0;1.0;COEF
201404;C09705;<=10;0;0;<24, 48];125.13;0.0;0.0;03/04/2014;9.0;16051.4;BT;2013.0;1.0;COEF
201404;C09706;;0;0;<24, 48];326.51;330.79;325.94;15/04/2014;10.0;9675.04;BT;2013.0;1.0;CNE
201404;C09707;<=10;0;0;<=24;588.67;0.0;0.0;03/04/2014;20.0;3833.68;BT;2013.0;0.0;CNE
201404;C09710;<=10;0;0;>48;2356.5;0.0;0.0;03/04/2014;17.0;20220.0;BT;2013.0;0.0;CNE
201404;C09711;;0;0;<24, 48];179.42;0.0;0.0;10/04/2014;7.0;19502.8;BT;2013.0;1.0;CNE
201404;C09712;<=10;>0;0;<24, 48];67.54;69.47;388.81;15/04/2014;10.0;10522.7;BT;2013.0;1.0;CNE
201404;C09713;<=10;>0;0;<24, 48];424.08;0.0;0.0;01/04/2014;13.0;5289.36;BT;2013.0;1.0;CNE
201404;C09715;<=10;0;0;<24, 48];335.17;0.0;0.0;14/04/2014;7.0;4700.1;BT;2012.0;1.0;CNE
201404;C09716;<=10;0;0;;298.69;900.99;900.99;23/04/2014;18.0;5582.3;BT;2013.0;1.0;CNE
201404;C09717;<=10;0;0;>48;528.31;526.83;438.24;07/04/2014;8.0;13095.5;BT;2013.0;1.0;COEF
201404;C09718;;0;0;<24, 48];248.21;0.0;0.0;14/04/2014;14.0;2023.69;BT;2011.0;1.0;COEF
201404;C09719;<=10;0;0;<24, 48];481.34;0.0;0.0;08/04/2014;9.0;8261.63;BT;2013.0;1.0;COEF
201404;C09720;<=10;0;0;<24, 48];245.44;0.0;253.63;07/04/2014;17.0;3433.31;BT;2012.0;1.0;CNE
201404;C09723;<=10;0;0;<24, 48];1174.81;0.49;;03/04/2014;18.0;33762.6;BT;2013.0;1.0;COEF
201404;C09724;<=10;0;0;<24, 48];164.27;159.17;;10/04/2014;15.0;3400.06;BT;2013.0;1.0;CNE
201404;C09725;;0;0;<24, 48];349.41;346.32;;11/04/2014;18.0;6865.92;BT;2012.0;1.0;CNE
201404;C09726;>10;>0;0;<24, 48];1263.11;0.0;1126.38;28/04/2014;16.0;6990.16;BT;2012.0;0.0;CNE
201404;C09727;;0;0;<24, 48];1140.97;0.0;0.0;07/04/2014;19.0;8442.2;BT;2013.0;0.0;CNE
201404;C09728;<=10;>0;0;<24, 48];2470.16;3477.18;2306.63;11/04/2014;9.0;24470.2;BT;2013.0;0.0;CNE
201404;C09729;<=10;0;0;<=24;31.89;0.0;0.0;25/04/2014;9.0;4116.43;BT;2013.0;1.0;CNE
201404;C09731;;0;0;;250.06;203.19;0.0;14/04/2014;18.0;7887.98;BT;2013.0;1.0;COEF
201404;C09733;;0;0;<=24;901.15;0.0;0.0;22/04/2014;12.0;14773.6;BT;2013.0;1.0;COEF
201404;C09734;<=10;0;0;<24, 48];295.19;0.0;0.0;03/04/2014;12.0;6478.52;BT;2013.0;1.0;COEF
201404;C09735;<=10;>0;0;<24, 48];340.54;689.42;1041.43;30/04/2014;9.0;6520.58;BT;2013.0;0.0;COEF
201404;C09737;<=10;0;0;<24, 48];317.47;314.79;315.64;23/04/2014;12.0;5279.12;BT;2013.0;1.0;CNE
201404;C09739;<=10;0;0;<24, 48];1424.02;0.0;;04/04/2014;11.0;37111.7;BT;2013.0;1.0;CNE
201404;C09740;<=10;0;0;>48;346.6;0.0;0.0;03/04/2014;11.0;8480.76;BT;2013.0;1.0;COEF
201404;C09741;<=10;0;0;<24, 48];1525.71;1433.98;1519.95;01/04/2014;13.0;42192.5;BT;2013.0;1.0;CNE
201404;C09742;<=10;0;0;<24, 48];229.53;0.0;0.0;23/04/2014;20.0;2057.92;BT;2011.0;1.0;CNE
201404;C09743;>10;>0;0;<24, 48];421.43;638.95;625.84;24/04/2014;13.0;3062.5;BT;2012.0;0.0;CNE
201404;C09744;<=10;0;0;<24, 48];338.32;316.89;326.54;03/04/2014;15.0;6443.54;BT;2013.0;1.0;CNE
201404;C09745;;0;0;<24, 48];24.48;128.45;128.89;11/04/2014;8.0;1754.38;BT;2012.0;1.0;CNE
201404;C09746;;>0;0;<=24;579.47;0.0;0.0;08/04/2014;7.0;565.37;BT;2012.0;0.0;CNE
201404;C09747;<=10;0;0;<24, 48];200.03;0.0;0.0;07/04/2014;7.0;2315.79;BT;2013.0;1.0;COEF
201404;C09748;<=10;>0;1;<24, 48];393.08;428.47;890.22;28/04/2014;13.0;7170.68;BT;2011.0;1.0;COEF
201404;C09750;;0;0;<24, 48];41.53;0.0;;07/04/2014;16.0;2520.31;BT;2012.0;1.0;CNE
201404;C09751;<=10;0;0;>48;468.22;473.26;;16/04/2014;11.0;1698.16;BT;2011.0;1.0;CNE
201404;C09754;;0;0;<24, 48];496.66;0.0;0.0;08/04/2014;9.0;14024.8;BT;2013.0;1.0;CNE
201404;C09755;;0;0;<24, 48];286.52;288.45;179.02;07/04/2014;8.0;4953.28;BT;2013.0;1.0;COEF
201404;C09756;>10;0;0;;528.06;0.0;0.0;04/04/2014;11.0;19269.7;BT;2012.0;1.0;CNE
201404;C09758;<=10;0;0;<24, 48];498.39;0.0;0.0;07/04/2014;10.0;2884.06;BT;2011.0;0.0;CNE
201404;C09759;;0;0;<24, 48];583.62;182.59;573.92;21/04/2014;14.0;13956.5;BT;2012.0;1.0;COEF
201404;C09760;<=10;0;0;<24, 48];251.33;255.27;253.07;30/04/2014;15.0;4417.83;BT;2013.0;1.0;CNE
201404;C09762;<=10;>0;0;;817.8;817.8;0.0;24/04/2014;19.0;2933.69;BT;2013.0;0.0;CNE
201404;C09763;;0;0;<24, 48];312.37;0.0;;10/04/2014;18.0;7517.34;BT;2013.0;1.0;CNE
201404;C09764;<=10;0;0;<=24;250.99;0.0;761.73;09/04/2014;7.0;2072.77;BT;2013.0;1.0;CNE
201404;C09765;<=10;0;0;;1811.76;0.0;0.0;10/04/2014;11.0;67095.7;BT;2013.0;1.0;COEF
201404;C09766;<=10;>0;0;<24, 48];1462.97;1956.5;0.0;22/04/2014;14.0;13147.4;BT;2013.0;0.0;CNE
201404;C09767;>10;>0;0;>48;270.63;277.18;218.32;23/04/2014;17.0;16109.9;BT;2011.0;1.0;CNE
201404;C09768;<=10;0;0;<=24;199.36;0.0;0.0;01/04/2014;15.0;3190.97;BT;2011.0;0.0;CNE
201404;C09769;<=10;0;0;<=24;193.61;0.0;0.0;14/04/2014;7.0;1359.67;BT;2013.0;1.0;CNE
201404;C09770;;0;0;<24, 48];768.62;0.0;0.0;01/04/2014;17.0;3084.69;BT;2012.0;0.0;CNE
201404;C09773;>10;0;0;<24, 48];165.17;0.0;0.0;04/04/2014;16.0;1262.94;BT;2011.0;1.0;CNE
201404;C09775;>10;0;0;>48;406.11;201.11;0.0;16/04/2014;10.0;834.87;BT;2010.0;1.0;CNE
201404;C09776;<=10;>0;0;;1893.72;0.0;0.0;14/04/2014;13.0;5075.98;BT;2013.0;0.0;CNE
201404;C09778;<=10;0;0;<=24;634.72;0.0;0.0;10/04/2014;8.0;3083.11;BT;2013.0;1.0;COEF
201404;C09779;;0;0;<=24;231.8;0.0;0.0;10/04/2014;18.0;2451.35;BT;2013.0;1.0;CNE
201404;C09780;<=10;0;0;>48;366.13;0.0;0.0;16/04/2014;20.0;11201.6;BT;2013.0;1.0;CNE
201404;C09781;<=10;0;0;<24, 48];394.38;0.0;0.0;02/04/2014;11.0;10376.8;BT;2012.0;1.0;COEF
201404;C09782;<=10;0;0;<24, 48];276.79;11.4;18.14;15/04/2014;15.0;5627.94;BT;2014.0;1.0;CNE
201404;C09784;;0;0;<=24;974.85;0.0;983.22;24/04/2014;14.0;14012.1;BT;2013.0;1.0;CNE
201404;C09785;<=10;>0;0;<24, 48];517.33;0.0;0.0;24/04/2014;11.0;11871.7;BT;2012.0;1.0;COEF
201404;C09786;<=10;0;0;;488.02;0.0;476.62;11/04/2014;12.0;7739.43;BT;2013.0;1.0;CNE
201404;C09787;<=10;>0;1;<24, 48];399.42;0.0;0.0;11/04/2014;8.0;2821.87;BT;2013.0;0.0;CNE
201404;C09788;<=10;0;0;<24, 48];397.49;617.81;0.0;30/04/2014;19.0;5029.23;BT;2014.0;0.0;CNE
201404;C09789;<=10;0;0;<24, 48];155.81;0.0;0.0;07/04/2014;16.0;2601.82;BT;2013.0;1.0;CNE
201404;C09790;>10;>0;0;<24, 48];430.3;0.0;0.0;11/04/2014;11.0;6877.81;BT;2012.0;1.0;CNE
201404;C09791;<=10;0;0;<24, 48];82.77;83.11;;08/04/2014;8.0;1368.76;BT;2013.0;1.0;CNE
201404;C09792;<=10;0;0;<24, 48];276.13;0.0;0.0;21/04/2014;12.0;6168.29;BT;2012.0;1.0;CNE
201404;C09793;<=10;0;0;<24, 48];127.6;352.5;152.5;08/04/2014;12.0;4777.27;BT;2013.0;1.0;COEF
201404;C09794;<=10;0;0;<=24;249.91;0.0;257.51;04/04/2014;9.0;2625.9;BT;2014.0;1.0;COEF
201404;C09795;<=10;>0;0;<=24;898.83;0.0;903.98;22/04/2014;15.0;7722.41;BT;2013.0;1.0;CNE
201404;C09796;>10;0;0;<24, 48];316.07;0.0;0.0;28/04/2014;11.0;1026.99;BT;2011.0;1.0;CNE
201404;C09797;<=10;0;0;<24, 48];367.45;0.0;0.0;15/04/2014;12.0;6856.44;BT;2013.0;1.0;CNE
201404;C09798;;0;0;<24, 48];255.13;0.0;0.0;07/04/2014;20.0;3903.29;BT;2012.0;1.0;CNE
201404;C09799;;0;0;<24, 48];314.09;296.76;310.77;09/04/2014;13.0;7215.62;BT;2013.0;1.0;CNE
201404;C09800;<=10;0;0;>48;77.73;0.0;0.0;08/04/2014;7.0;13921.2;BT;2013.0;1.0;CNE
201404;C09802;;>0;0;<24, 48];32.17;287.73;265.01;08/04/2014;20.0;5309.24;BT;2013.0;1.0;CNE
201404;C09803;>10;>0;1;<24, 48];341.91;0.0;0.0;10/04/2014;16.0;5301.91;BT;2011.0;1.0;COEF
201404;C09805;<=10;0;0;<24, 48];1076.6;1439.42;0.0;04/04/2014;8.0;10391.3;BT;2013.0;0.0;CNE
201404;C09806;>10;>0;0;>48;2264.14;0.0;3408.58;15/04/2014;8.0;44904.8;BT;2012.0;0.0;CNE
201404;C09807;<=10;0;0;<24, 48];274.84;271.76;276.37;14/04/2014;11.0;2243.25;BT;2012.0;1.0;CNE
201404;C09808;<=10;0;0;>48;435.45;0.0;0.0;10/04/2014;18.0;13959.2;BT;2013.0;1.0;COEF
201404;C09809;<=10;0;0;<24, 48];198.2;0.0;0.0;03/04/2014;11.0;2655.42;BT;2012.0;1.0;CNE
201404;C09812;;0;0;;366.4;0.0;1108.64;16/04/2014;9.0;5559.71;BT;2011.0;1.0;CNE
201404;C09815;<=10;0;0;<=24;1146.16;1538.32;0.0;07/04/2014;13.0;4555.66;BT;2013.0;0.0;CNE
201404;C09817;;0;0;<24, 48];264.72;273.87;247.52;29/04/2014;7.0;5485.07;BT;2013.0;1.0;CNE
201404;C09818;<=10;0;0;<24, 48];464.95;0.0;461.62;14/04/2014;9.0;11607.1;BT;2014.0;1.0;CNE
201404;C09819;>10;0;0;<24, 48];300.89;0.0;0.0;22/04/2014;11.0;1576.11;BT;2010.0;1.0;CNE
201404;C09820;<=10;0;0;<24, 48];208.97;517.32;517.32;25/04/2014;10.0;12723.4;BT;2013.0;1.0;CNE
201404;C09821;<=10;0;0;;327.09;655.02;985.17;24/04/2014;9.0;5676.54;BT;2013.0;1.0;CNE
201404;C09822;<=10;0;0;<=24;175.18;0.0;;08/04/2014;9.0;2371.43;BT;2013.0;1.0;COEF
201404;C09823;;0;0;<24, 48];21.22;0.0;0.0;10/04/2014;11.0;4290.27;BT;2013.0;1.0;CNE
201404;C09824;<=10;0;0;<24, 48];162.62;162.55;;08/04/2014;12.0;2582.03;BT;2013.0;1.0;CNE
201404;C09827;>10;0;0;<24, 48];224.97;231.33;227.69;21/04/2014;9.0;5735.52;BT;2011.0;1.0;CNE
201404;C09828;;0;0;<24, 48];1112.35;0.0;;01/04/2014;18.0;6895.18;BT;2013.0;0.0;CNE
201404;C09829;<=10;0;0;<24, 48];327.54;329.31;0.0;11/04/2014;14.0;4273.69;BT;2012.0;1.0;CNE
201404;C09830;<=10;0;0;<24, 48];211.57;0.0;0.0;03/04/2014;13.0;22189.9;BT;2013.0;1.0;COEF
201404;C09831;;0;0;;349.7;0.0;1058.44;11/04/2014;7.0;8006.52;BT;2013.0;1.0;CNE
201404;C09834;<=10;0;0;>48;156.43;385.87;854.89;03/04/2014;15.0;9411.94;BT;2013.0;1.0;CNE
201404;C09835;;>0;1;<24, 48];498.16;498.16;0.0;28/04/2014;7.0;7597.36;BT;2012.0;1.0;COEF
201404;C09837;<=10;>0;0;;720.45;722.21;722.21;29/04/2014;17.0;12778.9;BT;2013.0;1.0;CNE
201404;C09839;<=10;>0;0;>48;40.31;0.0;343.42;07/04/2014;15.0;8650.84;BT;2014.0;1.0;CNE
201404;C09840;>10;0;0;<24, 48];96.95;0.0;0.0;29/04/2014;11.0;2336.95;BT;2011.0;1.0;CNE
201404;C09841;;0;0;<24, 48];217.06;0.0;0.0;21/04/2014;10.0;3006.54;BT;2012.0;1.0;CNE
201404;C09842;<=10;0;0;<24, 48];731.49;982.43;0.0;10/04/2014;17.0;4151.49;BT;2012.0;0.0;CNE
201404;C09844;<=10;0;0;<24, 48];606.51;603.76;168.66;16/04/2014;7.0;13686.5;BT;2013.0;1.0;CNE
201404;C09846;<=10;0;0;<24, 48];118.59;0.0;;01/04/2014;8.0;5876.83;BT;2013.0;1.0;CNE
201404;C09847;<=10;0;0;<24, 48];237.55;238.0;0.0;11/04/2014;15.0;4708.76;BT;2013.0;1.0;COEF
201404;C09848;<=10;0;0;<24, 48];734.06;735.32;736.81;22/04/2014;14.0;2233.75;BT;2011.0;1.0;CNE
201404;C09849;<=10;0;0;<24, 48];304.23;609.38;;21/04/2014;15.0;4568.14;BT;2012.0;1.0;CNE
201404;C09850;>10;0;0;>48;335.55;0.0;0.0;03/04/2014;11.0;6172.42;BT;2011.0;1.0;CNE
201404;C09851;<=10;0;0;<24, 48];454.95;0.0;;08/04/2014;7.0;10851.5;BT;2013.0;1.0;CNE
201404;C09852;<=10;0;0;<24, 48];558.08;555.55;555.82;08/04/2014;18.0;12057.8;BT;2013.0;1.0;CNE
201404;C09854;;0;0;<24, 48];1423.06;0.0;0.0;29/04/2014;20.0;15097.3;BT;2012.0;0.0;CNE
201404;C09855;;0;0;<24, 48];644.9;0.0;0.0;14/04/2014;15.0;4060.04;BT;2012.0;0.0;CNE
201404;C09856;<=10;0;0;>48;1073.25;0.0;0.0;28/04/2014;11.0;13788.7;BT;2013.0;0.0;CNE
201404;C09857;;0;0;<24, 48];1186.83;0.0;0.0;01/04/2014;16.0;7839.45;BT;2012.0;0.0;CNE
201404;C09858;>10;0;0;<24, 48];1352.69;0.0;1732.22;02/04/2014;20.0;15994.1;BT;2012.0;0.0;CNE
201404;C09859;>10;0;0;<24, 48];233.62;0.0;703.68;24/04/2014;9.0;1167.76;BT;2011.0;1.0;CNE
201404;C09861;<=10;0;0;<24, 48];312.84;0.0;0.0;02/04/2014;14.0;1959.47;BT;2013.0;0.0;CNE
201404;C09862;<=10;0;0;<24, 48];676.6;907.23;0.0;15/04/2014;15.0;6581.59;BT;2013.0;0.0;CNE
201404;C09864;<=10;>0;0;<=24;676.48;0.0;0.0;02/04/2014;17.0;1001.06;BT;2013.0;0.0;CNE
201404;C09867;<=10;0;0;<=24;27.91;32.87;;03/04/2014;16.0;2695.9;BT;2013.0;1.0;CNE
201404;C09868;<=10;0;0;;493.78;0.0;707.68;04/04/2014;11.0;18081.5;BT;2013.0;1.0;COEF
201404;C09869;<=10;0;0;<24, 48];57.77;178.45;179.97;15/04/2014;15.0;2676.85;BT;2013.0;1.0;CNE
201404;C09870;<=10;0;0;<24, 48];355.66;0.0;0.0;08/04/2014;11.0;26635.3;BT;2014.0;1.0;CNE
201404;C09872;;0;0;>48;749.75;0.0;0.0;02/04/2014;12.0;5649.0;BT;2011.0;0.0;CNE
201404;C09873;;0;0;<24, 48];212.67;0.0;0.0;22/04/2014;15.0;7911.98;BT;2012.0;1.0;CNE
201404;C09875;;0;0;<=24;304.87;0.0;0.0;15/04/2014;18.0;4459.35;BT;2014.0;1.0;COEF
201404;C09876;>10;0;0;<24, 48];603.95;0.0;0.0;03/04/2014;19.0;9078.58;BT;2011.0;1.0;CNE
201404;C09878;>10;0;0;<24, 48];240.0;0.0;0.0;07/04/2014;16.0;2687.28;BT;2012.0;1.0;CNE
201404;C09879;<=10;0;0;<24, 48];291.0;0.0;0.0;08/04/2014;14.0;9410.41;BT;2013.0;1.0;COEF
201404;C09880;;0;0;<24, 48];356.21;357.2;353.72;11/04/2014;9.0;6945.68;BT;2012.0;1.0;CNE
201404;C09881;<=10;>0;0;>48;357.21;0.0;0.0;09/04/2014;7.0;3121.66;BT;2013.0;1.0;CNE
201404;C09882;<=10;0;0;<24, 48];33.79;0.0;0.0;21/04/2014;18.0;9095.9;BT;2013.0;1.0;COEF
201404;C09883;<=10;0;0;<24, 48];262.25;0.0;0.0;02/04/2014;11.0;4472.86;BT;2012.0;1.0;COEF
201404;C09884;<=10;0;0;>48;1205.34;874.63;266.28;04/04/2014;11.0;10191.9;BT;2012.0;0.0;CNE
201404;C09886;>10;0;0;<=24;2473.94;2488.62;0.0;16/04/2014;9.0;2437.25;BT;2012.0;0.0;CNE
201404;C09887;;0;0;<=24;467.98;0.0;0.0;28/04/2014;7.0;2359.36;BT;2013.0;1.0;CNE
201404;C09888;>10;0;0;<24, 48];1220.55;1299.02;2097.04;11/04/2014;15.0;9567.49;BT;2012.0;0.0;CNE
201404;C09889;;0;0;<=24;781.48;1047.57;0.0;29/04/2014;11.0;3243.65;BT;2013.0;0.0;COEF
201404;C09890;;>0;0;;318.72;0.0;273.51;14/04/2014;8.0;3590.75;BT;2013.0;1.0;CNE
201404;C09891;;0;0;<24, 48];245.99;0.0;0.0;09/04/2014;8.0;5607.66;BT;2013.0;1.0;COEF
201404;C09892;;0;0;>48;108.99;0.0;;03/04/2014;15.0;41961.9;BT;2013.0;1.0;CNE
201404;C09893;<=10;>0;0;<24, 48];116.69;0.0;554.55;11/04/2014;15.0;14863.6;BT;2014.0;1.0;COEF
201404;C09894;;>0;0;<24, 48];744.79;0.0;1391.79;02/04/2014;8.0;15694.3;BT;2013.0;1.0;CNE
201404;C09895;<=10;0;0;<24, 48];785.13;0.0;0.0;01/04/2014;17.0;5169.97;BT;2013.0;0.0;CNE
201404;C09896;;0;0;;44.02;309.23;0.0;16/04/2014;13.0;3368.29;BT;2011.0;1.0;CNE
201404;C09898;<=10;0;0;<24, 48];391.98;0.0;0.0;28/04/2014;8.0;7885.47;BT;2013.0;1.0;CNE
201404;C09900;<=10;0;0;<=24;207.47;0.0;0.0;09/04/2014;7.0;2375.49;BT;2013.0;1.0;COEF
201404;C09901;;>0;0;>48;763.42;763.42;0.0;29/04/2014;17.0;11474.4;BT;2012.0;0.0;COEF
201404;C09902;<=10;0;0;<24, 48];220.96;0.0;0.0;15/04/2014;11.0;4591.74;BT;2013.0;1.0;COEF
201404;C09903;<=10;>0;0;<24, 48];798.57;1067.79;0.0;29/04/2014;15.0;5611.31;BT;2013.0;0.0;COEF
201404;C09904;<=10;0;0;>48;432.82;0.0;0.0;08/04/2014;13.0;8901.05;BT;2013.0;1.0;CNE
201404;C09905;;0;0;<24, 48];716.29;0.0;;03/04/2014;16.0;9097.57;BT;2012.0;1.0;COEF
201404;C09906;;0;0;;191.25;0.0;188.31;03/04/2014;14.0;2324.28;BT;2013.0;1.0;CNE
201404;C09907;<=10;0;0;<24, 48];455.93;455.93;1397.4;23/04/2014;10.0;10068.8;BT;2013.0;1.0;CNE
201404;C09910;>10;>0;0;>48;1851.57;0.0;0.0;04/04/2014;9.0;15008.5;BT;2012.0;0.0;CNE
201404;C09911;<=10;0;0;<24, 48];404.02;0.0;0.0;02/04/2014;11.0;10370.3;BT;2013.0;1.0;CNE
201404;C09912;;>0;0;<=24;510.53;783.16;0.0;07/04/2014;20.0;2528.87;BT;2013.0;0.0;CNE
201404;C09913;;>0;0;<24, 48];536.75;0.0;1615.12;21/04/2014;8.0;12409.4;BT;2013.0;1.0;CNE
201404;C09914;;>0;0;<=24;309.64;506.96;0.0;28/04/2014;15.0;2463.67;BT;2013.0;0.0;CNE
201404;C09915;>10;0;0;<24, 48];402.13;0.0;0.0;28/04/2014;14.0;3338.12;BT;2012.0;1.0;CNE
201404;C09916;<=10;0;0;<24, 48];882.78;1180.88;875.34;02/04/2014;10.0;5329.6;BT;2013.0;0.0;CNE
201404;C09917;<=10;0;0;<24, 48];541.79;0.0;;25/04/2014;12.0;13819.4;BT;2013.0;1.0;CNE
201404;C09918;<=10;>0;0;<=24;405.99;544.17;0.0;04/04/2014;18.0;2034.28;BT;2013.0;0.0;CNE
201404;C09919;<=10;0;0;;206.19;210.24;;11/04/2014;9.0;5202.89;BT;2014.0;1.0;CNE
201404;C09920;<=10;0;0;<24, 48];337.04;336.59;0.0;30/04/2014;19.0;7962.94;BT;2013.0;1.0;CNE
